site_id,site_name_zh,meal_session,meal_set_id,food_id,food_name_zh,food_offered,serving_batch_id,scheduled_service_datetime,actual_service_datetime
zhaohua_hall,昭華殿,early,orchid_set,plum_glazed_root,梅釉鮮根,1,plum_gla_zha_1,1717-09-16T12:00,1717-09-16T12:10
zhaohua_hall,昭華殿,early,orchid_set,sesame_rice_cake,芝麻米糕,1,sesame_r_zha_1,1717-09-16T12:00,1717-09-16T12:10
zhaohua_hall,昭華殿,early,orchid_set,fragrant_mushroom_bundle,香蕈束,1,fragrant_zha_1,1717-09-16T12:00,1717-09-16T12:10
zhaohua_hall,昭華殿,early,orchid_set,spring_herb_salad,春香草盤,1,spring_h_zha_1,1717-09-16T12:00,1717-09-16T12:10
zhaohua_hall,昭華殿,early,orchid_set,imperial_dark_tea,御製玄茶,1,imperial_zha_1,1717-09-16T12:00,1717-09-16T12:10
zhaohua_hall,昭華殿,early,plain_set,jade_dew_custard,翡翠凝露羹,1,jade_b1,1717-09-16T12:00,1717-09-16T12:10
zhaohua_hall,昭華殿,early,plain_set,harmony_osmanthus_drink,合歡桂露飲,0,harmony__zha_1,1717-09-16T12:00,1717-09-16T12:10
zhaohua_hall,昭華殿,early,plain_set,golden_lotus_pastry,金蓮酥,0,golden_l_zha_1,1717-09-16T12:00,1717-09-16T12:10
zhaohua_hall,昭華殿,early,plain_set,pine_duck_roll,松仁鴨卷,0,pine_duc_zha_1,1717-09-16T12:00,1717-09-16T12:10
zhaohua_hall,昭華殿,early,plain_set,snow_pear_soup,雪梨湯,1,snow_pea_zha_1,1717-09-16T12:00,1717-09-16T12:10
zhaohua_hall,昭華殿,early,plain_set,plum_glazed_root,梅釉鮮根,1,plum_gla_zha_1,1717-09-16T12:00,1717-09-16T12:10
zhaohua_hall,昭華殿,early,plain_set,sesame_rice_cake,芝麻米糕,1,sesame_r_zha_1,1717-09-16T12:00,1717-09-16T12:10
zhaohua_hall,昭華殿,early,plain_set,fragrant_mushroom_bundle,香蕈束,1,fragrant_zha_1,1717-09-16T12:00,1717-09-16T12:10
zhaohua_hall,昭華殿,early,plain_set,spring_herb_salad,春香草盤,1,spring_h_zha_1,1717-09-16T12:00,1717-09-16T12:10
zhaohua_hall,昭華殿,early,plain_set,imperial_dark_tea,御製玄茶,1,imperial_zha_1,1717-09-16T12:00,1717-09-16T12:10
zhaohua_hall,昭華殿,late,jade_set,jade_dew_custard,翡翠凝露羹,1,jade_b2,1717-09-16T13:00,1717-09-16T13:25
zhaohua_hall,昭華殿,late,jade_set,harmony_osmanthus_drink,合歡桂露飲,1,harmony__zha_2,1717-09-16T13:00,1717-09-16T13:25
zhaohua_hall,昭華殿,late,jade_set,golden_lotus_pastry,金蓮酥,1,golden_l_zha_2,1717-09-16T13:00,1717-09-16T13:25
zhaohua_hall,昭華殿,late,jade_set,pine_duck_roll,松仁鴨卷,1,pine_duc_zha_2,1717-09-16T13:00,1717-09-16T13:25
zhaohua_hall,昭華殿,late,jade_set,snow_pear_soup,雪梨湯,1,snow_pea_zha_2,1717-09-16T13:00,1717-09-16T13:25
zhaohua_hall,昭華殿,late,jade_set,plum_glazed_root,梅釉鮮根,1,plum_gla_zha_2,1717-09-16T13:00,1717-09-16T13:25
zhaohua_hall,昭華殿,late,jade_set,sesame_rice_cake,芝麻米糕,1,sesame_r_zha_2,1717-09-16T13:00,1717-09-16T13:25
zhaohua_hall,昭華殿,late,jade_set,fragrant_mushroom_bundle,香蕈束,1,fragrant_zha_2,1717-09-16T13:00,1717-09-16T13:25
zhaohua_hall,昭華殿,late,jade_set,spring_herb_salad,春香草盤,1,spring_h_zha_2,1717-09-16T13:00,1717-09-16T13:25
zhaohua_hall,昭華殿,late,jade_set,imperial_dark_tea,御製玄茶,1,imperial_zha_2,1717-09-16T13:00,1717-09-16T13:25
zhaohua_hall,昭華殿,late,orchid_set,jade_dew_custard,翡翠凝露羹,1,jade_b2,1717-09-16T13:00,1717-09-16T13:25
zhaohua_hall,昭華殿,late,orchid_set,harmony_osmanthus_drink,合歡桂露飲,1,harmony__zha_2,1717-09-16T13:00,1717-09-16T13:25
zhaohua_hall,昭華殿,late,orchid_set,golden_lotus_pastry,金蓮酥,1,golden_l_zha_2,1717-09-16T13:00,1717-09-16T13:25
zhaohua_hall,昭華殿,late,orchid_set,pine_duck_roll,松仁鴨卷,0,pine_duc_zha_2,1717-09-16T13:00,1717-09-16T13:25
zhaohua_hall,昭華殿,late,orchid_set,snow_pear_soup,雪梨湯,1,snow_pea_zha_2,1717-09-16T13:00,1717-09-16T13:25
zhaohua_hall,昭華殿,late,orchid_set,plum_glazed_root,梅釉鮮根,1,plum_gla_zha_2,1717-09-16T13:00,1717-09-16T13:25
zhaohua_hall,昭華殿,late,orchid_set,sesame_rice_cake,芝麻米糕,1,sesame_r_zha_2,1717-09-16T13:00,1717-09-16T13:25
zhaohua_hall,昭華殿,late,orchid_set,fragrant_mushroom_bundle,香蕈束,1,fragrant_zha_2,1717-09-16T13:00,1717-09-16T13:25
zhaohua_hall,昭華殿,late,orchid_set,spring_herb_salad,春香草盤,1,spring_h_zha_2,1717-09-16T13:00,1717-09-16T13:25
zhaohua_hall,昭華殿,late,orchid_set,imperial_dark_tea,御製玄茶,1,imperial_zha_2,1717-09-16T13:00,1717-09-16T13:25
zhaohua_hall,昭華殿,late,plain_set,jade_dew_custard,翡翠凝露羹,1,jade_b2,1717-09-16T13:00,1717-09-16T13:25
zhaohua_hall,昭華殿,late,plain_set,harmony_osmanthus_drink,合歡桂露飲,0,harmony__zha_2,1717-09-16T13:00,1717-09-16T13:25
zhaohua_hall,昭華殿,late,plain_set,golden_lotus_pastry,金蓮酥,0,golden_l_zha_2,1717-09-16T13:00,1717-09-16T13:25
zhaohua_hall,昭華殿,late,plain_set,pine_duck_roll,松仁鴨卷,0,pine_duc_zha_2,1717-09-16T13:00,1717-09-16T13:25
zhaohua_hall,昭華殿,late,plain_set,snow_pear_soup,雪梨湯,1,snow_pea_zha_2,1717-09-16T13:00,1717-09-16T13:25
zhaohua_hall,昭華殿,late,plain_set,plum_glazed_root,梅釉鮮根,1,plum_gla_zha_2,1717-09-16T13:00,1717-09-16T13:25
zhaohua_hall,昭華殿,late,plain_set,sesame_rice_cake,芝麻米糕,1,sesame_r_zha_2,1717-09-16T13:00,1717-09-16T13:25
zhaohua_hall,昭華殿,late,plain_set,fragrant_mushroom_bundle,香蕈束,1,fragrant_zha_2,1717-09-16T13:00,1717-09-16T13:25
zhaohua_hall,昭華殿,late,plain_set,spring_herb_salad,春香草盤,1,spring_h_zha_2,1717-09-16T13:00,1717-09-16T13:25
zhaohua_hall,昭華殿,late,plain_set,imperial_dark_tea,御製玄茶,1,imperial_zha_2,1717-09-16T13:00,1717-09-16T13:25
hengfang_court,蘅芳苑,early,jade_set,jade_dew_custard,翡翠凝露羹,1,jade_b2,1717-09-16T12:15,1717-09-16T12:50
hengfang_court,蘅芳苑,early,jade_set,harmony_osmanthus_drink,合歡桂露飲,1,harmony__hen_1,1717-09-16T12:15,1717-09-16T12:50
hengfang_court,蘅芳苑,early,jade_set,golden_lotus_pastry,金蓮酥,1,golden_l_hen_1,1717-09-16T12:15,1717-09-16T12:50
hengfang_court,蘅芳苑,early,jade_set,pine_duck_roll,松仁鴨卷,1,pine_duc_hen_1,1717-09-16T12:15,1717-09-16T12:50
hengfang_court,蘅芳苑,early,jade_set,snow_pear_soup,雪梨湯,1,snow_pea_hen_1,1717-09-16T12:15,1717-09-16T12:50
hengfang_court,蘅芳苑,early,jade_set,plum_glazed_root,梅釉鮮根,1,plum_gla_hen_1,1717-09-16T12:15,1717-09-16T12:50
hengfang_court,蘅芳苑,early,jade_set,sesame_rice_cake,芝麻米糕,1,sesame_r_hen_1,1717-09-16T12:15,1717-09-16T12:50
hengfang_court,蘅芳苑,early,jade_set,fragrant_mushroom_bundle,香蕈束,1,fragrant_hen_1,1717-09-16T12:15,1717-09-16T12:50
hengfang_court,蘅芳苑,early,jade_set,spring_herb_salad,春香草盤,1,spring_h_hen_1,1717-09-16T12:15,1717-09-16T12:50
hengfang_court,蘅芳苑,early,jade_set,imperial_dark_tea,御製玄茶,1,imperial_hen_1,1717-09-16T12:15,1717-09-16T12:50
hengfang_court,蘅芳苑,early,orchid_set,jade_dew_custard,翡翠凝露羹,1,jade_b2,1717-09-16T12:15,1717-09-16T12:50
hengfang_court,蘅芳苑,early,orchid_set,harmony_osmanthus_drink,合歡桂露飲,1,harmony__hen_1,1717-09-16T12:15,1717-09-16T12:50
hengfang_court,蘅芳苑,early,orchid_set,golden_lotus_pastry,金蓮酥,1,golden_l_hen_1,1717-09-16T12:15,1717-09-16T12:50
hengfang_court,蘅芳苑,early,orchid_set,pine_duck_roll,松仁鴨卷,0,pine_duc_hen_1,1717-09-16T12:15,1717-09-16T12:50
hengfang_court,蘅芳苑,early,orchid_set,snow_pear_soup,雪梨湯,1,snow_pea_hen_1,1717-09-16T12:15,1717-09-16T12:50
hengfang_court,蘅芳苑,early,orchid_set,plum_glazed_root,梅釉鮮根,1,plum_gla_hen_1,1717-09-16T12:15,1717-09-16T12:50
hengfang_court,蘅芳苑,early,orchid_set,sesame_rice_cake,芝麻米糕,1,sesame_r_hen_1,1717-09-16T12:15,1717-09-16T12:50
hengfang_court,蘅芳苑,early,orchid_set,fragrant_mushroom_bundle,香蕈束,1,fragrant_hen_1,1717-09-16T12:15,1717-09-16T12:50
hengfang_court,蘅芳苑,early,orchid_set,spring_herb_salad,春香草盤,1,spring_h_hen_1,1717-09-16T12:15,1717-09-16T12:50
hengfang_court,蘅芳苑,early,orchid_set,imperial_dark_tea,御製玄茶,1,imperial_hen_1,1717-09-16T12:15,1717-09-16T12:50
hengfang_court,蘅芳苑,early,plain_set,jade_dew_custard,翡翠凝露羹,1,jade_b2,1717-09-16T12:15,1717-09-16T12:50
hengfang_court,蘅芳苑,early,plain_set,harmony_osmanthus_drink,合歡桂露飲,0,harmony__hen_1,1717-09-16T12:15,1717-09-16T12:50
hengfang_court,蘅芳苑,early,plain_set,golden_lotus_pastry,金蓮酥,0,golden_l_hen_1,1717-09-16T12:15,1717-09-16T12:50
hengfang_court,蘅芳苑,early,plain_set,pine_duck_roll,松仁鴨卷,0,pine_duc_hen_1,1717-09-16T12:15,1717-09-16T12:50
hengfang_court,蘅芳苑,early,plain_set,snow_pear_soup,雪梨湯,1,snow_pea_hen_1,1717-09-16T12:15,1717-09-16T12:50
hengfang_court,蘅芳苑,early,plain_set,plum_glazed_root,梅釉鮮根,1,plum_gla_hen_1,1717-09-16T12:15,1717-09-16T12:50
hengfang_court,蘅芳苑,early,plain_set,sesame_rice_cake,芝麻米糕,1,sesame_r_hen_1,1717-09-16T12:15,1717-09-16T12:50
hengfang_court,蘅芳苑,early,plain_set,fragrant_mushroom_bundle,香蕈束,1,fragrant_hen_1,1717-09-16T12:15,1717-09-16T12:50
hengfang_court,蘅芳苑,early,plain_set,spring_herb_salad,春香草盤,1,spring_h_hen_1,1717-09-16T12:15,1717-09-16T12:50
hengfang_court,蘅芳苑,early,plain_set,imperial_dark_tea,御製玄茶,1,imperial_hen_1,1717-09-16T12:15,1717-09-16T12:50
hengfang_court,蘅芳苑,late,jade_set,jade_dew_custard,翡翠凝露羹,1,jade_b3,1717-09-16T13:15,1717-09-16T14:05
hengfang_court,蘅芳苑,late,jade_set,harmony_osmanthus_drink,合歡桂露飲,1,harmony__hen_2,1717-09-16T13:15,1717-09-16T14:05
hengfang_court,蘅芳苑,late,jade_set,golden_lotus_pastry,金蓮酥,1,golden_l_hen_2,1717-09-16T13:15,1717-09-16T14:05
hengfang_court,蘅芳苑,late,jade_set,pine_duck_roll,松仁鴨卷,1,pine_duc_hen_2,1717-09-16T13:15,1717-09-16T14:05
hengfang_court,蘅芳苑,late,jade_set,snow_pear_soup,雪梨湯,1,snow_pea_hen_2,1717-09-16T13:15,1717-09-16T14:05
hengfang_court,蘅芳苑,late,jade_set,plum_glazed_root,梅釉鮮根,1,plum_gla_hen_2,1717-09-16T13:15,1717-09-16T14:05
hengfang_court,蘅芳苑,late,jade_set,sesame_rice_cake,芝麻米糕,1,sesame_r_hen_2,1717-09-16T13:15,1717-09-16T14:05
hengfang_court,蘅芳苑,late,jade_set,fragrant_mushroom_bundle,香蕈束,1,fragrant_hen_2,1717-09-16T13:15,1717-09-16T14:05
hengfang_court,蘅芳苑,late,jade_set,spring_herb_salad,春香草盤,1,spring_h_hen_2,1717-09-16T13:15,1717-09-16T14:05
hengfang_court,蘅芳苑,late,jade_set,imperial_dark_tea,御製玄茶,1,imperial_hen_2,1717-09-16T13:15,1717-09-16T14:05
hengfang_court,蘅芳苑,late,orchid_set,jade_dew_custard,翡翠凝露羹,1,jade_b3,1717-09-16T13:15,1717-09-16T14:05
hengfang_court,蘅芳苑,late,orchid_set,harmony_osmanthus_drink,合歡桂露飲,1,harmony__hen_2,1717-09-16T13:15,1717-09-16T14:05
hengfang_court,蘅芳苑,late,orchid_set,golden_lotus_pastry,金蓮酥,1,golden_l_hen_2,1717-09-16T13:15,1717-09-16T14:05
hengfang_court,蘅芳苑,late,orchid_set,pine_duck_roll,松仁鴨卷,0,pine_duc_hen_2,1717-09-16T13:15,1717-09-16T14:05
hengfang_court,蘅芳苑,late,orchid_set,snow_pear_soup,雪梨湯,1,snow_pea_hen_2,1717-09-16T13:15,1717-09-16T14:05
hengfang_court,蘅芳苑,late,orchid_set,plum_glazed_root,梅釉鮮根,1,plum_gla_hen_2,1717-09-16T13:15,1717-09-16T14:05
hengfang_court,蘅芳苑,late,orchid_set,sesame_rice_cake,芝麻米糕,1,sesame_r_hen_2,1717-09-16T13:15,1717-09-16T14:05
hengfang_court,蘅芳苑,late,orchid_set,fragrant_mushroom_bundle,香蕈束,1,fragrant_hen_2,1717-09-16T13:15,1717-09-16T14:05
hengfang_court,蘅芳苑,late,orchid_set,spring_herb_salad,春香草盤,1,spring_h_hen_2,1717-09-16T13:15,1717-09-16T14:05
hengfang_court,蘅芳苑,late,orchid_set,imperial_dark_tea,御製玄茶,1,imperial_hen_2,1717-09-16T13:15,1717-09-16T14:05
hengfang_court,蘅芳苑,late,plain_set,jade_dew_custard,翡翠凝露羹,1,jade_b3,1717-09-16T13:15,1717-09-16T14:05
hengfang_court,蘅芳苑,late,plain_set,harmony_osmanthus_drink,合歡桂露飲,0,harmony__hen_2,1717-09-16T13:15,1717-09-16T14:05
hengfang_court,蘅芳苑,late,plain_set,golden_lotus_pastry,金蓮酥,0,golden_l_hen_2,1717-09-16T13:15,1717-09-16T14:05
hengfang_court,蘅芳苑,late,plain_set,pine_duck_roll,松仁鴨卷,0,pine_duc_hen_2,1717-09-16T13:15,1717-09-16T14:05
hengfang_court,蘅芳苑,late,plain_set,snow_pear_soup,雪梨湯,1,snow_pea_hen_2,1717-09-16T13:15,1717-09-16T14:05
hengfang_court,蘅芳苑,late,plain_set,plum_glazed_root,梅釉鮮根,1,plum_gla_hen_2,1717-09-16T13:15,1717-09-16T14:05
hengfang_court,蘅芳苑,late,plain_set,sesame_rice_cake,芝麻米糕,1,sesame_r_hen_2,1717-09-16T13:15,1717-09-16T14:05
hengfang_court,蘅芳苑,late,plain_set,fragrant_mushroom_bundle,香蕈束,1,fragrant_hen_2,1717-09-16T13:15,1717-09-16T14:05
hengfang_court,蘅芳苑,late,plain_set,spring_herb_salad,春香草盤,1,spring_h_hen_2,1717-09-16T13:15,1717-09-16T14:05
hengfang_court,蘅芳苑,late,plain_set,imperial_dark_tea,御製玄茶,1,imperial_hen_2,1717-09-16T13:15,1717-09-16T14:05
chengyue_terrace,承月臺,early,jade_set,jade_dew_custard,翡翠凝露羹,1,jade_b1,1717-09-16T12:30,1717-09-16T12:50
chengyue_terrace,承月臺,early,jade_set,harmony_osmanthus_drink,合歡桂露飲,1,harmony__che_1,1717-09-16T12:30,1717-09-16T12:50
chengyue_terrace,承月臺,early,jade_set,golden_lotus_pastry,金蓮酥,1,golden_l_che_1,1717-09-16T12:30,1717-09-16T12:50
chengyue_terrace,承月臺,early,jade_set,pine_duck_roll,松仁鴨卷,1,pine_duc_che_1,1717-09-16T12:30,1717-09-16T12:50
chengyue_terrace,承月臺,early,jade_set,snow_pear_soup,雪梨湯,1,snow_pea_che_1,1717-09-16T12:30,1717-09-16T12:50
chengyue_terrace,承月臺,early,jade_set,plum_glazed_root,梅釉鮮根,1,plum_gla_che_1,1717-09-16T12:30,1717-09-16T12:50
chengyue_terrace,承月臺,early,jade_set,sesame_rice_cake,芝麻米糕,1,sesame_r_che_1,1717-09-16T12:30,1717-09-16T12:50
chengyue_terrace,承月臺,early,jade_set,fragrant_mushroom_bundle,香蕈束,1,fragrant_che_1,1717-09-16T12:30,1717-09-16T12:50
chengyue_terrace,承月臺,early,jade_set,spring_herb_salad,春香草盤,1,spring_h_che_1,1717-09-16T12:30,1717-09-16T12:50
chengyue_terrace,承月臺,early,jade_set,imperial_dark_tea,御製玄茶,1,imperial_che_1,1717-09-16T12:30,1717-09-16T12:50
chengyue_terrace,承月臺,early,orchid_set,jade_dew_custard,翡翠凝露羹,1,jade_b1,1717-09-16T12:30,1717-09-16T12:50
chengyue_terrace,承月臺,early,orchid_set,harmony_osmanthus_drink,合歡桂露飲,1,harmony__che_1,1717-09-16T12:30,1717-09-16T12:50
chengyue_terrace,承月臺,early,orchid_set,golden_lotus_pastry,金蓮酥,1,golden_l_che_1,1717-09-16T12:30,1717-09-16T12:50
chengyue_terrace,承月臺,early,orchid_set,pine_duck_roll,松仁鴨卷,0,pine_duc_che_1,1717-09-16T12:30,1717-09-16T12:50
chengyue_terrace,承月臺,early,orchid_set,snow_pear_soup,雪梨湯,1,snow_pea_che_1,1717-09-16T12:30,1717-09-16T12:50
chengyue_terrace,承月臺,early,orchid_set,plum_glazed_root,梅釉鮮根,1,plum_gla_che_1,1717-09-16T12:30,1717-09-16T12:50
chengyue_terrace,承月臺,early,orchid_set,sesame_rice_cake,芝麻米糕,1,sesame_r_che_1,1717-09-16T12:30,1717-09-16T12:50
chengyue_terrace,承月臺,early,orchid_set,fragrant_mushroom_bundle,香蕈束,1,fragrant_che_1,1717-09-16T12:30,1717-09-16T12:50
chengyue_terrace,承月臺,early,orchid_set,spring_herb_salad,春香草盤,1,spring_h_che_1,1717-09-16T12:30,1717-09-16T12:50
chengyue_terrace,承月臺,early,orchid_set,imperial_dark_tea,御製玄茶,1,imperial_che_1,1717-09-16T12:30,1717-09-16T12:50
chengyue_terrace,承月臺,early,plain_set,jade_dew_custard,翡翠凝露羹,1,jade_b1,1717-09-16T12:30,1717-09-16T12:50
chengyue_terrace,承月臺,early,plain_set,harmony_osmanthus_drink,合歡桂露飲,0,harmony__che_1,1717-09-16T12:30,1717-09-16T12:50
chengyue_terrace,承月臺,early,plain_set,golden_lotus_pastry,金蓮酥,0,golden_l_che_1,1717-09-16T12:30,1717-09-16T12:50
chengyue_terrace,承月臺,early,plain_set,pine_duck_roll,松仁鴨卷,0,pine_duc_che_1,1717-09-16T12:30,1717-09-16T12:50
chengyue_terrace,承月臺,early,plain_set,snow_pear_soup,雪梨湯,1,snow_pea_che_1,1717-09-16T12:30,1717-09-16T12:50
chengyue_terrace,承月臺,early,plain_set,plum_glazed_root,梅釉鮮根,1,plum_gla_che_1,1717-09-16T12:30,1717-09-16T12:50
chengyue_terrace,承月臺,early,plain_set,sesame_rice_cake,芝麻米糕,1,sesame_r_che_1,1717-09-16T12:30,1717-09-16T12:50
chengyue_terrace,承月臺,early,plain_set,fragrant_mushroom_bundle,香蕈束,1,fragrant_che_1,1717-09-16T12:30,1717-09-16T12:50
chengyue_terrace,承月臺,early,plain_set,spring_herb_salad,春香草盤,1,spring_h_che_1,1717-09-16T12:30,1717-09-16T12:50
chengyue_terrace,承月臺,early,plain_set,imperial_dark_tea,御製玄茶,1,imperial_che_1,1717-09-16T12:30,1717-09-16T12:50
chengyue_terrace,承月臺,late,jade_set,jade_dew_custard,翡翠凝露羹,1,jade_b3,1717-09-16T13:30,1717-09-16T14:05
chengyue_terrace,承月臺,late,jade_set,harmony_osmanthus_drink,合歡桂露飲,1,harmony__che_2,1717-09-16T13:30,1717-09-16T14:05
chengyue_terrace,承月臺,late,jade_set,golden_lotus_pastry,金蓮酥,1,golden_l_che_2,1717-09-16T13:30,1717-09-16T14:05
chengyue_terrace,承月臺,late,jade_set,pine_duck_roll,松仁鴨卷,1,pine_duc_che_2,1717-09-16T13:30,1717-09-16T14:05
chengyue_terrace,承月臺,late,jade_set,snow_pear_soup,雪梨湯,1,snow_pea_che_2,1717-09-16T13:30,1717-09-16T14:05
chengyue_terrace,承月臺,late,jade_set,plum_glazed_root,梅釉鮮根,1,plum_gla_che_2,1717-09-16T13:30,1717-09-16T14:05
chengyue_terrace,承月臺,late,jade_set,sesame_rice_cake,芝麻米糕,1,sesame_r_che_2,1717-09-16T13:30,1717-09-16T14:05
chengyue_terrace,承月臺,late,jade_set,fragrant_mushroom_bundle,香蕈束,1,fragrant_che_2,1717-09-16T13:30,1717-09-16T14:05
chengyue_terrace,承月臺,late,jade_set,spring_herb_salad,春香草盤,1,spring_h_che_2,1717-09-16T13:30,1717-09-16T14:05
chengyue_terrace,承月臺,late,jade_set,imperial_dark_tea,御製玄茶,1,imperial_che_2,1717-09-16T13:30,1717-09-16T14:05
chengyue_terrace,承月臺,late,orchid_set,jade_dew_custard,翡翠凝露羹,1,jade_b3,1717-09-16T13:30,1717-09-16T14:05
chengyue_terrace,承月臺,late,orchid_set,harmony_osmanthus_drink,合歡桂露飲,1,harmony__che_2,1717-09-16T13:30,1717-09-16T14:05
chengyue_terrace,承月臺,late,orchid_set,golden_lotus_pastry,金蓮酥,1,golden_l_che_2,1717-09-16T13:30,1717-09-16T14:05
chengyue_terrace,承月臺,late,orchid_set,pine_duck_roll,松仁鴨卷,0,pine_duc_che_2,1717-09-16T13:30,1717-09-16T14:05
chengyue_terrace,承月臺,late,orchid_set,snow_pear_soup,雪梨湯,1,snow_pea_che_2,1717-09-16T13:30,1717-09-16T14:05
chengyue_terrace,承月臺,late,orchid_set,plum_glazed_root,梅釉鮮根,1,plum_gla_che_2,1717-09-16T13:30,1717-09-16T14:05
chengyue_terrace,承月臺,late,orchid_set,sesame_rice_cake,芝麻米糕,1,sesame_r_che_2,1717-09-16T13:30,1717-09-16T14:05
chengyue_terrace,承月臺,late,orchid_set,fragrant_mushroom_bundle,香蕈束,1,fragrant_che_2,1717-09-16T13:30,1717-09-16T14:05
chengyue_terrace,承月臺,late,orchid_set,spring_herb_salad,春香草盤,1,spring_h_che_2,1717-09-16T13:30,1717-09-16T14:05
chengyue_terrace,承月臺,late,orchid_set,imperial_dark_tea,御製玄茶,1,imperial_che_2,1717-09-16T13:30,1717-09-16T14:05
chengyue_terrace,承月臺,late,plain_set,jade_dew_custard,翡翠凝露羹,1,jade_b3,1717-09-16T13:30,1717-09-16T14:05
chengyue_terrace,承月臺,late,plain_set,harmony_osmanthus_drink,合歡桂露飲,0,harmony__che_2,1717-09-16T13:30,1717-09-16T14:05
chengyue_terrace,承月臺,late,plain_set,golden_lotus_pastry,金蓮酥,0,golden_l_che_2,1717-09-16T13:30,1717-09-16T14:05
chengyue_terrace,承月臺,late,plain_set,pine_duck_roll,松仁鴨卷,0,pine_duc_che_2,1717-09-16T13:30,1717-09-16T14:05
chengyue_terrace,承月臺,late,plain_set,snow_pear_soup,雪梨湯,1,snow_pea_che_2,1717-09-16T13:30,1717-09-16T14:05
chengyue_terrace,承月臺,late,plain_set,plum_glazed_root,梅釉鮮根,1,plum_gla_che_2,1717-09-16T13:30,1717-09-16T14:05
chengyue_terrace,承月臺,late,plain_set,sesame_rice_cake,芝麻米糕,1,sesame_r_che_2,1717-09-16T13:30,1717-09-16T14:05
chengyue_terrace,承月臺,late,plain_set,fragrant_mushroom_bundle,香蕈束,1,fragrant_che_2,1717-09-16T13:30,1717-09-16T14:05
chengyue_terrace,承月臺,late,plain_set,spring_herb_salad,春香草盤,1,spring_h_che_2,1717-09-16T13:30,1717-09-16T14:05
chengyue_terrace,承月臺,late,plain_set,imperial_dark_tea,御製玄茶,1,imperial_che_2,1717-09-16T13:30,1717-09-16T14:05
